TrackName,ArtistName,Genre,Energy,Danceability,Valence,Popularity,TrackCover,TrackPreview
Dime Bbsita Remix,Robledo,Reguetón,73,80,77,65,https://i.scdn.co/image/ab67616d0000b27399b745b973ed8b0feb24b328,https://open.spotify.com/embed/track/7pW8587r5IVPB4SgxNaPgI
Relaciones,Lunay,Reguetón,79,68,79,56,https://i.scdn.co/image/ab67616d0000b2737b2b0878033f9207bdbd8e00,https://open.spotify.com/embed/track/2TL9UACmry1qTiurBc2PjV
CANGURO,WOS,Rap,75,60,93,92,https://i.pinimg.com/originals/f0/24/f5/f024f5bcaad11d3fa9ae11d8e1078e2f.jpg,https://open.spotify.com/embed/track/4wyNKAZe82BNlp2lHiR1FX
Fiebre (Prod),Bad Gyal,Trap,72,42,24,98,https://i.scdn.co/image/ab67616d0000b27389e3f61d79fedcd1d1e7ac81,https://open.spotify.com/embed/track/5xtxxuIqInrLDSfjA6Co3o
Antes de Morirme,C Tangana,Pop,50,87,13,87,https://lastfm.freetls.fastly.net/i/u/ar0/f5ba7ab35ca377e7922be49961940cc4.jpg,https://open.spotify.com/embed/track/7aFBy1CBLGnZE1Iv6TvEZE
Cae la Noche,Hard GZ,Rap,67,65,13,76,https://i.scdn.co/image/ab67616d0000b2730dd473ac4f086520c7fcc9a9,https://open.spotify.com/embed/track/5o7b90Y6y5kSrB15Tbjnip
Love,Hard GZ,Rap,47,56,32,81,https://i.scdn.co/image/ab67616d0000b273efb98c3ae1ad03d95e87f25c,https://open.spotify.com/embed/track/3wm27SCXXbKtLVv1B6JLFN
Experimento,Hard GZ,Rap,91,77,70,45,https://i.scdn.co/image/ab67616d0000b2730dd473ac4f086520c7fcc9a9,https://open.spotify.com/embed/track/4xBKcbhssZPlaMsBA1snUn
Bombay,Hard GZ,Rap,83,64,77,49,https://i.scdn.co/image/ab67616d0000b2732d6bfd5a9799f9d5c30d5631,https://open.spotify.com/embed/track/6L9GwFsIRglT4G01p9DjWe
Nictofilia,Hard GZ,Rap,72,71,57,51,https://i.scdn.co/image/9813c82d19ffe774f4117cd9968ea05c2dfc2f7e,https://open.spotify.com/embed/track/4b0w3YrS8Cyfqv4uiZvVdO
Narcolepsia,Fernandocosta,Rap,61,78,77,78,https://i.scdn.co/image/ab67616d0000b273faea8991944832c18a9483d9,https://open.spotify.com/embed/track/6tnl0gz73FCRz2kzWwdUUq
Pa que lo gocen,Fernandocosta,Rap,63,68,28,82,https://i.scdn.co/image/ab67616d0000b273faea8991944832c18a9483d9,https://open.spotify.com/embed/track/7BMdZsDXxPH6Db3Ug6A2q2
Malamanera,Fernandocosta,Rap,59,83,38,56,https://i.scdn.co/image/ab67616d0000b2732c8715f1eba04b8ef3d3ad47,https://open.spotify.com/embed/track/4YePGWYi0BlfbMMjcN1dr7
Lejos de Ti,Rels B,R&B,46,75,35,60,https://i.scdn.co/image/ab67616d0000b2735611181c2705eb383ba8ecfc,https://open.spotify.com/embed/track/1rDxSDjpyc0qBsWzWW7OnA
Look Alive,BlocBoy JB,Rap,58,92,59,76,https://i.scdn.co/image/ab67616d0000b27355cad990bc1ce5808367fa0e,https://open.spotify.com/embed/track/4qKcDkK6siZ7Jp1Jb4m0aL
Gods Plan,Drake,Hip Hop,44,75,31,55,https://i.scdn.co/image/ab67616d0000b273689b62c26ee70aa450cae449,https://open.spotify.com/embed/track/6T8cJz5lAqGer9GUHGyelE
Silence,Marshmello,Electronic,76,52,28,83,https://i.scdn.co/image/ab67616d0000b273f33ba583059dc2f7d08bf2b8,https://open.spotify.com/embed/track/7vGuf3Y35N4wmASOKLUVVU
Porno,Darnell Williams,Hip Hop,76,65,49,32,https://i.scdn.co/image/ab67616d0000b273e5dac8ce0456822230b86099,https://open.spotify.com/embed/track/4p8xmYWZ13cunhcpDMJK29
Dime Si Te Acuerdas,Bad Bunny,Reguetón,59,74,31,62,https://i.scdn.co/image/ab67616d0000b2732de3d89f99ddafb069403025,https://open.spotify.com/embed/track/49VSioK272TASR4r9vRTuP
Made in Taiwán,Rels B,R&B,48,89,61,60,https://i.scdn.co/image/ab67616d0000b273bd1c1a9f1501fe02baea9f95,https://open.spotify.com/embed/track/4Kt4CX4Y5cz5DDlF0yDNtt
Llorando en la Limo,C Tangana,Pop,41,72,37,63,https://i.scdn.co/image/ab67616d0000b273c2bb87a44849bc9f37645fc5,https://open.spotify.com/embed/track/3YURfhPPT7GipmI7pIj0m3
Dembow,Danny Ocean,Electropop,74,82,45,68,https://i.scdn.co/image/ab67616d0000b273418acc3f747c7a42f91c72c6,https://open.spotify.com/embed/track/2EzRdhuoPyNJDlep7lnNf2
Criminal,Natti Natasha,Reguetón,81,81,83,75,https://i.scdn.co/image/ab67616d0000b2735f3f4af0d3e662247a7d8cff,https://open.spotify.com/embed/track/6Za3190Sbw39BBC77WSS1C
Downtown,Anitta,Pop,67,75,61,73,https://i.scdn.co/image/ab67616d0000b2738c6b830c36c7b4ac43c3cee8,https://open.spotify.com/embed/track/3Ga6eKrUFf12ouh9Yw3v2D
Amorfoda,Bad Bunny,Electropop,43,74,25,84,https://i.scdn.co/image/ab67616d0000b273ffde74831eadc3cdccc02188,https://open.spotify.com/embed/track/3ITvHA9zhZZdBJsOsAUegF
Fiebre,Ricky Martin,Pop,84,74,62,56,https://i.scdn.co/image/ab67616d0000b273ed629f436d9c44e1cb240ce6,https://open.spotify.com/embed/track/0oFqlgK2LJ9eMlpGBCmRvf
Lo Malo,Aitana,Reguetón,73,71,78,56,https://i.scdn.co/image/ab67616d0000b273c99f58d4685a5f438e6c9167,https://open.spotify.com/embed/track/5bhDL4GgUvr5LBrpjqyrte
Lo siento,Beret,Pop,40,41,30,50,https://i.scdn.co/image/ab67616d0000b273bb15dcfd68d9c3e9e797b0c4,https://open.spotify.com/embed/track/7HNJNqsBZ7qc6UmYEq8bie
Suena El Dembow,Joey Montana,Hip Hop,85,68,69,41,https://i.scdn.co/image/ab67616d0000b273c8185c654dc0409609c5eb31,https://open.spotify.com/embed/track/5TysCiZtv1HnSWcTcUFusI
El Farsante - Remix,Ozuna,Reguetón,74,73,38,72,https://i.scdn.co/image/ab67616d0000b2739730f9b901c4ca652c0fd21b,https://open.spotify.com/embed/track/7uYgVgRSgqluZclLS7wpp4
Machika,J Balvin,Reguetón,83,61,53,31,https://i.scdn.co/image/ab67616d0000b2735b72e385b8296a8600016edd,https://open.spotify.com/embed/track/6MNGxu8MprKGkchUchkJsy
Me Rehúso,Danny Ocean,Reguetón,80,74,42,75,https://i.scdn.co/image/ab67616d0000b273a75bd33684083600569dd3bf,https://open.spotify.com/embed/track/6De0lHrwBfPfrhorm9q1Xl
Havana,Camila Cabello,Pop,52,76,39,82,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,https://open.spotify.com/embed/track/1rfofaqEpACxVEHIZBJe6W
Sensualidad,Bad Bunny,Reguetón,68,80,67,73,https://i.scdn.co/image/ab67616d0000b273c0ca1263b2966ddff794d3bb,https://open.spotify.com/embed/track/5hcisvFMidkMJlElTO9Qmw
La Modelo,Ozuna,Reguetón,73,82,78,51,https://i.scdn.co/image/ab67616d0000b27379b9a937f463259abdb90613,https://open.spotify.com/embed/track/2m2ZGfJcs3lHWNPzhWH3XH
Sin Pijama,Becky G,Reguetón,74,79,82,73,https://i.scdn.co/image/ab67616d0000b2734661cf765439018ebb7e0009,https://open.spotify.com/embed/track/2ijef6ni2amuunRoKTlgww
The Greatest Show,Hugh Jackman,Pop,84,41,40,76,https://i.scdn.co/image/ab67616d0000b273128057b40732c042c86de1dd,https://open.spotify.com/embed/track/4ylWMuGbMXNDgDd8lErEle
Dieciocho,Dani Martín,Pop,88,51,63,57,https://i.scdn.co/image/ab67616d0000b27315287ceace3d570a5491b834,https://open.spotify.com/embed/track/3nN5n70vM1tAMWBDZaRbxS
Te Dar um Beijo,Prince Royce,Bachata,69,70,92,28,https://i.scdn.co/image/ab67616d0000b273fecd9bf95605a4148ac63e91,https://open.spotify.com/embed/track/65wxyoSUJ0zMxqIlYJ7Lsl
Olha A Explosão - Remix,MC Kevinho,Rap,64,75,81,55,https://i.scdn.co/image/ab67616d0000b2736bc43d0b175db06cb2bf0ce4,https://open.spotify.com/embed/track/5RBW30fFFVav2n0IqFj0fY
FRIENDS,Marshmello,Electronic,88,62,53,82,https://i.scdn.co/image/ab67616d0000b273569f64493ca55cd96fdee412,https://open.spotify.com/embed/track/08bNPGLD8AhKpnnERrAc6G
Brillo,J Balvin,Rap,38,53,76,68,https://i.scdn.co/image/ab67616d0000b273dda2b86297d3bfb519f8b785,https://open.spotify.com/embed/track/3vgiIJW3iSQRRvgYiW86i9
Dicen,Matt Hunter,R&B,63,81,77,61,https://i.scdn.co/image/ab67616d0000b273608bd2fd0031396a73003c86,https://open.spotify.com/embed/track/4cfoVJxpHqUqTvBrG1RTyi
Duro y Suave,Leslie Grace,Electropop,71,76,61,66,https://i.scdn.co/image/ab67616d0000b273632c32a8edcfffecabcc7ab2,https://open.spotify.com/embed/track/31M5m42C3EGlbydf9XB5to
Dura - Remix,Daddy Yankee,Reguetón,83,77,85,69,https://i.scdn.co/image/ab67616d0000b2738a31cacc2818b37d9e4e4bdc,https://open.spotify.com/embed/track/6U2NuJILEOEpW2tVCuqKHb
Bella,Wolfine,Reguetón,49,90,84,68,https://i.scdn.co/image/ab67616d0000b27300f3f20aca8bce07b5e68af8,https://open.spotify.com/embed/track/3xcCix7Jv1Rp90YVmgo35D
Bella - Remix,Wolfine,Reguetón,47,91,87,63,https://i.scdn.co/image/ab67616d0000b2733eeda507c84ffc5066e5cae4,https://open.spotify.com/embed/track/0SaYeGhSXN0dDWstyNTQ56
BEBE,6ix9ine,Reguetón,90,63,28,75,https://i.scdn.co/image/ab67616d0000b273104271798dc8a150dcc7bee7,https://open.spotify.com/embed/track/7ATATJztoWLcqDAcVVof0C
Candela,Bad Gyal,Trap,81,69,47,49,https://i.scdn.co/image/ab67616d0000b273250a6de492482d5e25e881bd,https://open.spotify.com/embed/track/7AkGPjtb6YmEQLzYVjBHmC
Con Derecho a Roce,Ámbar Garcés,Reguetón,56,79,63,22,https://i.scdn.co/image/ab67616d0000b273d7a4f0cbc2531a93f99ec2d3,https://open.spotify.com/embed/track/3xEaXzumAyp16mZQMX2juC
Corazón,Maluma,Electropop,73,72,74,72,https://i.scdn.co/image/ab67616d0000b2739fa9c0acaf11becc12d22300,https://open.spotify.com/embed/track/5cepAtqnEQ6yVG6088zMMu
Ya No Quiero Ná,Lola Indigo,Electropop,46,84,36,55,https://i.scdn.co/image/ab67616d0000b273f02ac15e3b69d26c754f31d2,https://open.spotify.com/embed/track/2A2Q4CYBcVvBF2OqgJ3OWX
Estamos Bien,Bad Bunny,Trap,55,79,46,72,https://i.scdn.co/image/ab67616d0000b273110ef54c534277d7d7419491,https://open.spotify.com/embed/track/7glCSQqV5o6NU88Cn4zPZn
Guerrera,DELLAFUENTE,Pop,60,76,64,62,https://i.scdn.co/image/ab67616d0000b27318b889f066036c367fd7a4f3,https://open.spotify.com/embed/track/3Q6zROQvMXRtR9NYfDpNWL
In My Feelings,Drake,Rap,66,83,35,79,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,https://open.spotify.com/embed/track/2G7V7zsVDxg1yRsu7Ew9RJ
Mayores,Becky G,Reguetón,85,74,87,91,https://i.scdn.co/image/ab67616d0000b273ba1e9f009b3b2b28c08b6118,https://open.spotify.com/embed/track/7JNh1cfm0eXjqFVOzKLyau
Ni La Hora,Ana Guerra,Reguetón,78,79,95,52,https://i.scdn.co/image/ab67616d0000b273d5ef0f307e2aa55aa252f385,https://open.spotify.com/embed/track/1he4G9w0zh5GokInpOSINW
Ficción,Costa,Rap,82,76,92,23,https://i.scdn.co/image/ab67616d0000b2735fdaa66938d6f5101561aa36,https://open.spotify.com/embed/track/4AJg5mpsG8tIFnI7vWiUhK
Mi Cama,KAROL G,Reguetón,85,82,68,62,https://i.scdn.co/image/ab67616d0000b273444b2dff2fee6318bca7279d,https://open.spotify.com/embed/track/7sFYVcKSb24qg0dAkqLEFj
Euromillón,Rels B,R&B,58,81,52,80,https://i.scdn.co/image/ab67616d0000b27381dcb70575068bc447a29fd0,https://open.spotify.com/embed/track/3PkLiVZFchdmUluS9QL8fv
Celoso,Lele Pons,Reguetón,70,74,67,68,https://i.scdn.co/image/ab67616d0000b2736765ce46c0ecce029a6c5ee0,https://open.spotify.com/embed/track/33zcmmElV1YbRZe57biUjg
La Cintura - Remix,Alvaro Soler,Pop,84,68,72,41,https://i.scdn.co/image/ab67616d0000b2734c1a726c65010095c8a0fcdd,https://open.spotify.com/embed/track/56gH0zGe3SP9SGNoQ2pWwn
X,Nicky Jam,Pop,77,59,71,55,https://i.scdn.co/image/ab67616d0000b27326ddcc42228a649e5fbe4350,https://open.spotify.com/embed/track/39N9RPD9MRb5WmoLzNzPeA
El Clavo,Prince Royce,Bachata,78,82,65,59,https://i.scdn.co/image/ab67616d0000b273747f20b674aaa47ce6b3491a,https://open.spotify.com/embed/track/0LKErfBZ5FbBiLB4OcZRbL
Vaina Loca,Ozuna,Reguetón,80,75,55,3,https://i.scdn.co/image/ab67616d0000b27379388b210d1b060dd5c6b2a2,https://open.spotify.com/embed/track/1s2B5cndbqK8rPJEIcKJRQ
Cuando Te Besé,Becky G,Trap,73,77,29,70,https://i.scdn.co/image/ab67616d0000b2734fc41c0d6dbcf2942af4ca00,https://open.spotify.com/embed/track/2XXMDz7SPZ4mSFN1PXfHUy
Bien Duro,C Tangana,Pop,67,84,69,62,https://i.scdn.co/image/ab67616d0000b2730f650d84ddbd11525ec6d1bf,https://open.spotify.com/embed/track/3joo84oco9CD4dBsKNWRRW
Déjala Que Baile,Melendi,Pop,77,83,59,64,https://i.scdn.co/image/ab67616d0000b27370d27389fbc39271b13a0602,https://open.spotify.com/embed/track/2KK9N6iBAisA0booTu3bGd
EL BAÑO,Enrique Iglesias,Reguetón,82,71,53,66,https://i.scdn.co/image/ab67616d0000b2737a201c3a7e4677711df31e57,https://open.spotify.com/embed/track/2vvdTrdryjsl8DmPIMDWZU
New Rules,Dua Lipa,Pop,70,76,60,81,https://i.scdn.co/image/ab67616d0000b2736b915e407b70e121e06fe979,https://open.spotify.com/embed/track/2ekn2ttSfGqwhhate0LSR0
Te Boté - Remix,Nio Garcia,Reguetón,67,90,44,78,https://i.scdn.co/image/ab67616d0000b273a5779a2f04a513fac2fd1d15,https://open.spotify.com/embed/track/3V8UKqhEK5zBkBb6d6ub8i
Mala Mía,Maluma,Reguetón,75,74,90,69,https://i.scdn.co/image/ab67616d0000b273ee306bc69ad7935bce38d94f,https://open.spotify.com/embed/track/62o8KoI44JfN7aYxgTnPvh
TELÉFONO,Aitana,Pop,82,69,56,56,https://i.scdn.co/image/ab67616d0000b273ab985f1ece630e42344a91f3,https://open.spotify.com/embed/track/5h8VHxOBK1VWWj46T8fSly
Jacaranda,Bad Gyal,Trap,68,51,51,52,https://i.scdn.co/image/ab67616d0000b2732db211b61ca3180ee812c34d,https://open.spotify.com/embed/track/0k5kd8IQULAW4hJBwndWs5
Kung Fu,Dasoul,Reguetón,80,82,55,54,https://i.scdn.co/image/ab67616d0000b27354bc42fbba97c6cdcfd618e5,https://open.spotify.com/embed/track/5bCqP8qJkx52Ntoe9VvxSe
Bad Romance,Lady Gaga,Pop,92,69,71,80,https://i.scdn.co/image/ab67616d0000b2735c9890c0456a3719eeecd8aa,https://open.spotify.com/embed/track/0SiywuOBRcynK0uKGWdCnn
Telephone,Lady Gaga,Pop,83,82,72,69,https://i.scdn.co/image/ab67616d0000b2735c9890c0456a3719eeecd8aa,https://open.spotify.com/embed/track/4TCL0qqKyqsMZml0G3M9IM
A Un Paso De La Luna,Ana Mena,Pop,77,74,95,79,https://i.scdn.co/image/ab67616d0000b27311dad34a786082593e21fc23,https://open.spotify.com/embed/track/7ql2RUmAmj36tkMUNWo7MT
Se iluminaba,Ana Mena,Pop,69,79,62,72,https://i.scdn.co/image/ab67616d0000b273c0cec5b5d4ce1b61f0158e24,https://open.spotify.com/embed/track/3VPOZWtj8mM89IiRNygxgS
Lovely,Billie Eilish,Pop,29,35,12,89,https://i.scdn.co/image/ab67616d0000b2738a3f0a3ca7929dea23cd274c,https://open.spotify.com/embed/track/0u2P5u6lvoDfwTYjAADbn4
Morado,J Balvin,Reguetón,68,88,78,74,https://i.scdn.co/image/ab67616d0000b27335692baca45542527d742d0d,https://open.spotify.com/embed/track/35KmOEIUqAGn02t7n4qaIr
Rojo,J Balvin,Rap,59,66,40,80,https://i.scdn.co/image/ab67616d0000b27335692baca45542527d742d0d,https://open.spotify.com/embed/track/380HmhwTE2NJgawn1NwkXi
Diosa,Myke Towers,Rap,74,80,24,82,https://i.scdn.co/image/ab67616d0000b273a01abf0f3b93ee5902fef2a7,https://open.spotify.com/embed/track/3JHpk0DOTOzyh0777JFAky
Girl,Myke Towers,Rap,71,73,69,77,https://i.scdn.co/image/ab67616d0000b273a01abf0f3b93ee5902fef2a7,https://open.spotify.com/embed/track/43NqTeL8pgBxKHPMiJKUP5
Blanco,J Balvin,Reguetón,69,87,69,70,https://i.scdn.co/image/ab67616d0000b27335692baca45542527d742d0d,https://open.spotify.com/embed/track/5pXy29xzxR3aTB0SYRI590
La Playa - Remix,Myke Towers,Reguetón,63,77,39,74,https://i.scdn.co/image/ab67616d0000b2730fe132fad23865f9a7626c25,https://open.spotify.com/embed/track/70zg99pT51vB4wlMS7e4q7
Él No Te Da,Dasoul,Trap,80,79,48,50,https://i.scdn.co/image/ab67616d0000b273fc4ceb4806dc18b24b72d1b2,https://open.spotify.com/embed/track/51AfjBNI5b6pQfusccce46
Vuela Corazón,Dasoul,Trap,68,66,29,46,https://i.scdn.co/image/ab67616d0000b27355dd3b383a47e7c10bfefcc9,https://open.spotify.com/embed/track/5JUQck3tWdZxpRkh1lIFpF
Don Juan,Fanny Lu,Pop,84,80,77,39,https://i.scdn.co/image/ab67616d0000b2732c47232853611230b07f4df2,https://open.spotify.com/embed/track/43Zi2u6wlkDlQ5bZYlPhL3
Propuesta Indecente,Romeo Santos,Bachata,65,76,78,12,https://i.scdn.co/image/ab67616d0000b2735600de85bbd89a844e2ba034,https://open.spotify.com/embed/track/6FwEmbPo3d3USlMzuulT69
Carita de Inocente,Prince Royce,Bachata,69,57,93,71,https://i.scdn.co/image/ab67616d0000b2736012de41ed6b520b025c389f,https://open.spotify.com/embed/track/30oZjF87SHCd0CE0ttGm5U
Darte un Beso,Prince Royce,Bachata,71,75,82,71,https://i.scdn.co/image/ab67616d0000b2739698eca2303d9c50b8974064,https://open.spotify.com/embed/track/6cJLfIqwh0tCKRjYM3WpZ5
Deja vu,Prince Royce,Bachata,80,73,82,68,https://i.scdn.co/image/ab67616d0000b2736c1180ae683cc09d840a9163,https://open.spotify.com/embed/track/46HdsiK0uR26B2dY9QPzda
Caminando por la vida,Melendi,Pop,86,69,71,63,https://i.scdn.co/image/ab67616d0000b273fdf0ca257453adac7d1167b2,https://open.spotify.com/embed/track/3v1dCP3hk2djfWryqfp7sx
Un violinista en tu tejado,Melendi,Pop,84,51,58,54,https://i.scdn.co/image/ab67616d0000b2733f39425dd684788ae6edb372,https://open.spotify.com/embed/track/62sv8pbKqGwVeN4F20DSXM
Cero,Dani Martín,Pop,68,49,36,58,https://i.scdn.co/image/ab67616d0000b27320a83b07c6ec4a24e0786051,https://open.spotify.com/embed/track/5vCgDt0CtheaWVKzMW5KkO
Que Bonita la Vida,Dani Martín,Pop,53,51,29,54,https://i.scdn.co/image/ab67616d0000b27320a83b07c6ec4a24e0786051,https://open.spotify.com/embed/track/2WWLoX6L5TJ2xvm2DRcK6B
Curiosa la cara de tu padre,Melendi,Pop,96,58,64,46,https://i.scdn.co/image/ab67616d0000b2733f39425dd684788ae6edb372,https://open.spotify.com/embed/track/6YLer7R2Aa8zJOnpL6kPQ8
La Curiosidad,Jay Wheeler,Reguetón,68,84,68,92,https://i.scdn.co/image/ab67616d0000b273509c45194c1ef6c1cb509e5d,https://open.spotify.com/embed/track/4HYDUMY0xSpeBr0AMY9cUz
