TrackName,ArtistName,Genre,Energy,Danceability,Valence,Popularity,TrackCover,TrackPreview
Señorita,Shawn Mendes,pop,55,76,75,79,https://www.lahiguera.net/musicalia/artistas/shawn_mendes/disco/9115/tema/21072/shawn_mendes_senorita-portada.jpg,https://open.spotify.com/embed/track/0TK2YIli7K1leLovkQiNik
China,Anuel AA,reggaeton,81,79,61,92,https://i1.wp.com/www.emisorasmusicales.net/inc/uploads/2020/04/Anuel-AA-China.jpg?fit=500%2C500&ssl=1,https://open.spotify.com/embed/track/2ksOAxtIxY8yElEWw8RhgK
boyfriend,Ariana Grande,pop,80,40,70,85,https://www.lahiguera.net/musicalia/artistas/varios/disco/0/tema/21298/boyfriend-portada.jpg,https://open.spotify.com/embed/track/0Ryd8975WihbObpp5cPW1t
Beautiful People,Ed Sheeran,pop,65,64,55,86,https://www.songstraducidas.com/imgs-bands/2/op-1571932066.jpg,https://open.spotify.com/embed/track/4evmHXcjt3bTUHD1cvny97
Goodbyes,Post Malone,rap,65,58,18,94,https://www.dodmagazine.es/wp-content/uploads/2019/09/post-malone-hollywoods-bleeding.jpg,https://open.spotify.com/embed/track/0t3ZvGKlmYmVsDzBJAXK8C
I Don't Care,Ed Sheeran,pop,68,80,84,84,https://jenesaispop.com/wp-content/uploads/2019/05/edsheeran-idontcare.jpg,https://open.spotify.com/embed/track/3HVWdVOQ0ZA45FuZGSfvns
Ransom,Lil Tecca,trap,64,75,23,92,https://img.discogs.com/aPap3xIStabM4kgSF2zoM3zmUn0=/fit-in/300x300/filters:strip_icc():format(jpeg):mode_rgb():quality(40)/discogs-images/R-14417349-1574103794-9294.jpeg.jpg,https://open.spotify.com/embed/track/1lOe9qE0vR9zwWQAOk6CoO
How Do You Sleep?,Sam Smith,pop,68,48,35,90,https://www.alexurbanpop.com/wp-content/uploads/2019/07/Sam-Smith-How-Do-You-Sleep-500x500.jpg,https://open.spotify.com/embed/track/6b2RcmUt1g9N9mQ3CbjX2Y
Old Town Road - Remix,Lil Nas X,rap,62,88,64,87,https://s3.amazonaws.com/broadtime_photo/418461074602,https://open.spotify.com/embed/track/2YpeDb67231RjR0MgVLzsG
bad guy,Billie Eilish,electropop,43,70,56,95,https://lastfm.freetls.fastly.net/i/u/770x0/ca848c12851bc2fa4a09bcc6f6e226c5.jpg,https://open.spotify.com/embed/track/2Fxmhks0bxGSBdJ92vM42m
Callaita,Bad Bunny,reggaeton,62,61,24,93,https://i.pinimg.com/564x/f3/ff/1f/f3ff1f7e3a2cefbb2407d60085eb285d.jpg,https://open.spotify.com/embed/track/2TH65lNHgvLxCKXM3apjxI
Loco Contigo,DJ Snake,pop,71,82,38,86,https://images.genius.com/0c22b85fa06b85f4878785b3479e4dbd.1000x1000x1.jpg,https://open.spotify.com/embed/track/6osaMSJh9NguagEDQcZaKx
Someone You Loved,Lewis Capaldi,pop,41,50,45,88,https://i.pinimg.com/736x/24/1c/01/241c012fa263e1b21c0793e6806ad05d.jpg,https://open.spotify.com/embed/track/7qEHsqek33rTcFNT9PFqLf
Otro Trago - Remix,Sech,reggaeton,79,73,76,87,https://i.pinimg.com/originals/fc/36/94/fc3694cd92f4e7ff58264a13ae4a4fd8.jpg,https://open.spotify.com/embed/track/4bTZeO72FwMa6wKOiqoynL
Money In The Grave,Drake,hip hop,50,83,10,92,https://www.fotoconciertos.com/wp-content/uploads/2019/06/drake_omerta_money_in_the_grave.jpg,https://open.spotify.com/embed/track/5ry2OE6R2zPQFDO85XkgRb
No Guidance,Chris Brown,pop,45,70,14,82,https://i.pinimg.com/originals/2f/2b/6b/2f2b6b10dfae1c4780922bd3b176091f.jpg,https://open.spotify.com/embed/track/6XHVuErjQ4XNm6nDPVCxVX
LA CANCIÓN,J Balvin,reggaeton,65,75,43,90,https://images-na.ssl-images-amazon.com/images/I/71u5qaVO%2BAL._SL1500_.jpg,https://open.spotify.com/embed/track/0fea68AdmYNygeTGI4RC18
Sunflower Remix,Post Malone,rap,48,76,91,91,https://lastfm.freetls.fastly.net/i/u/ar0/3f0969bcbfde83e6644825ca434bdda5.jpg,https://open.spotify.com/embed/track/0wt9RjddODlWDetpuaXfRK
Lalala,Y2K,hip hop,39,84,50,88,https://images-na.ssl-images-amazon.com/images/I/510qHaSTROL._SX342_QL70_ML2_.jpg,https://open.spotify.com/embed/track/51Fjme0JiitpyXKuyQiCDo
Truth Hurts,Lizzo,escape room,62,72,41,91,https://jenesaispop.com/wp-content/uploads/2019/04/lizzo_cuz-i-love-you.jpg,https://open.spotify.com/embed/track/5qmq61DAAOUaW8AUo8xKhh
Piece Of Your Heart,MEDUZA,pop house,74,68,63,91,https://img.discogs.com/Rt_T4L5VsJ79HRcpOnPrVM3bB5I=/fit-in/500x500/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-13289154-1551459416-8443.jpeg.jpg,https://open.spotify.com/embed/track/1DFD5Fotzgn6yYXkYsKiGs
Panini,Lil Nas X,rap,59,70,48,91,https://img.discogs.com/R-n99VjDBWQff1QZ_IsHO79WR0g=/fit-in/600x600/filters:strip_icc():format(jpeg):mode_rgb():quality(90)/discogs-images/R-14610561-1578145224-4672.jpeg.jpg,https://open.spotify.com/embed/track/6fTt0CH2t0mdeB2N9XFG5r
No Me Conoce - Remix,Jhay Cortez,reggaeton,79,81,58,83,https://reggaetonsinlimite.b-cdn.net/wp-content/uploads/2019/05/No-Me-Conoce-Remix.jpg,https://open.spotify.com/embed/track/7rknFhrVDyxzTJkPSf7LoW
Soltera - Remix,Lunay,reggaeton,78,80,80,91,https://m.media-amazon.com/images/I/81qUsxy3wwL._SS500_.jpg,https://open.spotify.com/embed/track/1c0hsvHLELX6y8qymnpLKL
Tusa,Karol G,reggaeton,72,80,60,94,https://www.lahiguera.net/musicalia/artistas/varios/disco/0/tema/21981/tusa-portada.jpg,https://open.spotify.com/embed/track/7k4t7uLgtOxPwTpFmtJNTY
If I Can't Have You,Shawn Mendes,pop,82,69,87,70,https://i.pinimg.com/originals/41/1e/bf/411ebfd34e3b6a66e5a46b7e3cdef12c.jpg,https://open.spotify.com/embed/track/6LsAAHotRLMOHfCsSfYCsz
Dance Monkey,Tones and I,pop,59,82,54,83,https://m.media-amazon.com/images/I/81euLNIeQZL._SS500_.jpg,https://open.spotify.com/embed/track/5ZULALImTm80tzUbYQYM9d
It's You,Ali Gatie,hip hop,46,73,40,89,https://i.scdn.co/image/ab67616d0000b27350a744f0ef5c3e260d9de720,https://open.spotify.com/embed/track/5DqdesEfbRyOlSS3Tf6c29
Con Calma,Daddy Yankee,reggaeton,86,74,66,91,https://i.scdn.co/image/ab67616d0000b273896ffcd42561c44fea2bae7b,https://open.spotify.com/embed/track/5w9c2J52mkdntKOmRLeM2m
QUE PRETENDES,J Balvin,reggaeton,79,64,94,89,https://images-na.ssl-images-amazon.com/images/I/71u5qaVO%2BAL._SL1500_.jpg,https://open.spotify.com/embed/track/25ZAibhr3bdlMCLmubZDVt
Takeaway,The Chainsmokers,edm,51,29,36,84,https://i.scdn.co/image/ab67616d0000b273830ba1c24fc9e3d59517e5ec,https://open.spotify.com/embed/track/3g0mEQx3NTanacLseoP0Gw
7 rings,Ariana Grande,pop,32,78,33,89,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,https://open.spotify.com/embed/track/6ocbgoVGwYJhOv1GgI9NsF
11PM,Maluma,reggaeton,71,78,68,89,https://i.scdn.co/image/ab67616d0000b273073bc2070f7fa02b2a6bda64,https://open.spotify.com/embed/track/7KbF6AdprOXEEHlsq11Z6d
The London,Young Thug,hip hop,59,80,18,89,https://i.scdn.co/image/ab67616d0000b273137c2d3150118e7157800c5b,https://open.spotify.com/embed/track/7DcvwMAiqKJQD1rrdfxSDx
Never Really Over,Katy Perry,pop,88,77,39,89,https://i.scdn.co/image/ab67616d0000b2739bea3b79b95f86d1b66ac960,https://open.spotify.com/embed/track/5PYQUBXc7NYeI1obMKSJK0
Summer Days,Martin Garrix,electronic,72,66,32,89,https://i.scdn.co/image/ab67616d0000b273d7658a5bf66a2f3f11878bdf,https://open.spotify.com/embed/track/7Feaw9WAEREY0DUOSXJLOM
Otro Trago,Sech,reggaeton,70,75,62,91,https://images.genius.com/d2137d217c2b8b73d9f4df7c0a9daced.1000x1000x1.jpg,https://open.spotify.com/embed/track/1Ej96GIBCTvgH7tNX1r3qr
Antisocial,Ed Sheeran,pop,82,72,91,87,https://i.scdn.co/image/ab67616d0000b2737ed2a6d678a53a5959b2894f,https://open.spotify.com/embed/track/1DhRbox3xkceP64k3JeYfW
Sucker,Jonas Brothers,pop,73,84,95,80,https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597,https://open.spotify.com/embed/track/22vgEDb5hykfaTwLuskFGD
Fuck i'm lonely,Lauv,pop,56,81,68,78,https://i.scdn.co/image/ab67616d0000b2733e49776f5eb467fcd17273a9,https://open.spotify.com/embed/track/09PGubKAMryhOWv1LHpCYz
Higher Love,Kygo,edm,68,69,40,88,https://i.scdn.co/image/ab67616d0000b2737c8977a0ad3a3a0627be9ed7,https://open.spotify.com/embed/track/6oJ6le65B3SEqPwMRNXWjY
You Need To Calm Down,Taylor Swift,pop,68,77,73,90,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,https://open.spotify.com/embed/track/6RRNNciQGZEXnqk8SQ9yv5
Shallow,Lady Gaga,pop,39,57,32,87,https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342,https://open.spotify.com/embed/track/2VxeLyX666F8uXCJ0dZF8B
Talk,Khalid,pop,40,90,35,84,https://i.scdn.co/image/ab67616d0000b2730eb47b2eec859a783ceb72c8,https://open.spotify.com/embed/track/0rTV5WefWd1J3OwIheTzxM
Con Altura,ROSALÍA,r&b,69,88,75,88,https://i.scdn.co/image/ab67616d0000b27365b0e3e1bd8b5fe2f602c1ea,https://open.spotify.com/embed/track/2qG5sZ7Si6sdK74qLxedYM
One Thing Right,Marshmello,electronic,62,66,44,88,https://i.scdn.co/image/ab67616d0000b273f0d9f552f55d802413da1002,https://open.spotify.com/embed/track/4hPpVbbakQNv8YTHYaOJP4
Te Robaré,Nicky Jam,reggaeton,75,67,80,88,https://i.scdn.co/image/ab67616d0000b273072a21c666bf2f7b3fababef,https://open.spotify.com/embed/track/4PJ3umtW1aWdfh5EITHc6T
Happier,Marshmello,electronic,79,69,67,88,https://i.scdn.co/image/ab67616d0000b27304bfd5a5fd5aa6ca648f66aa,https://open.spotify.com/embed/track/2dpaYNEQHiRxtZbfNsse99
Call You Mine,The Chainsmokers,edm,70,59,50,88,https://i.scdn.co/image/ab67616d0000b273830ba1c24fc9e3d59517e5ec,https://open.spotify.com/embed/track/2oejEp50ZzPuQTQ6v54Evp
Cross Me,Ed Sheeran,pop,79,75,61,82,https://i.scdn.co/image/ab67616d0000b273f1d4fe9b36aa7be708ea44ea,https://open.spotify.com/embed/track/543bCW2ruMPmxUBWirQ3MR
Tu Historia y la Mía,Hens,rap,73,70,54,54,https://i.scdn.co/image/ab67616d0000b273e59f0d68037549eb4bedecf7,https://open.spotify.com/embed/track/4ptmvueuWgilsYwI6u9V46
Dakiti,Bad Bunny,reggaeton,57,73,54,78,https://www.generourbano.com/wp-content/uploads/2020/10/bad-bunny-jhay-cortez-dakiti.jpg,https://open.spotify.com/embed/track/47EiUVwUp4C9fGccaPuUCS
Loco - Remix,Farruko,reggaeton,53,91,74,65,https://i.pinimg.com/736x/0c/6a/55/0c6a5544fecbd3a3ce5cedeead1a4ff1.jpg,https://open.spotify.com/embed/track/6nGM44ZP7vSo0istUW2MOq
Batmóvil - Remix,Hens,rap,84,66,39,43,https://i.scdn.co/image/ab67616d0000b273daa17ef0ac828298087d8fd5,https://open.spotify.com/embed/track/3yOmf3oK10XIVRc99bwSyO
Tú Me Dejaste De Querer,C Tangana,pop,75,81,49,89,https://www.google.com/search?q=caratula+spotify+tu+me+dejaste+de+querer&tbm=isch&ved=2ahUKEwiaqaif1oDtAhUS-xoKHSXEAAkQ2-cCegQIABAA&oq=caratula+spotify+tu+me+dejaste+de+querer&gs_lcp=CgNpbWcQA1CnUliCXGCWXmgAcAB4AIAB1QKIAbkMkgEHMy4yLjIuMpgBAKABAaoBC2d3cy13aXotaW1nwAEB&sclient=img&ei=rxavX9qVKZL2a6WIg0g&bih=880&biw=1111&client=safari#imgrc=8z0BHfqMeZJwPM,https://open.spotify.com/embed/track/0XinBYhf1X3kdvKQHOX971
Demasiadas Mujeres,C Tangana,pop,46,67,37,77,https://i0.wp.com/www.vinilonegro.com/wp-content/uploads/2020/10/C.-Tangana-64-1-e1602673652495.jpg?fit=600%2C400&ssl=1,https://open.spotify.com/embed/track/2iUz95Osgl4fFZbNJ0xuoD
Nunca Estoy,C Tangana,pop,38,92,40,91,https://i.scdn.co/image/ab67616d0000b273d35bd135d794027fceeb496b,https://open.spotify.com/embed/track/6f4LYJwICqxoAILj82kwB0
Mi huella,Ptazeta,pop,75,71,77,57,https://yt3.ggpht.com/a/AATXAJy_5CYiA-m9ZkWSwOmGqLxAGb7KFGnar3vsZ4i2Rw=s900-c-k-c0x00ffffff-no-rj,https://open.spotify.com/embed/track/2ZpP2JzjOHH002EA7ybQXc
Sin Culpa,Duki,trap,65,64,40,73,https://i.scdn.co/image/ab67616d0000b27316fb2622c2494600430a48c3,https://open.spotify.com/embed/track/03PZ9C7f90TLbDk3dYjBd2
Hawái,Maluma,pop,73,78,56,84,https://m.media-amazon.com/images/I/81H2W8QmxnL._SS500_.jpg,https://open.spotify.com/embed/track/4uoR6qeWeuL4Qeu2qJzkuG
Ayer Me Llamó Mi Ex,Khea,trap,72,76,55,90,https://i.scdn.co/image/ab67616d0000b273de5f42ef97a444b422252046,https://open.spotify.com/embed/track/6C6mUonH6MNdSg5pw7kOc9
Mamichula,Trueno,trap,68,70,35,97,https://rocksalta.com/wp-content/uploads/2020/09/atrevido-trueno.jpg,https://open.spotify.com/embed/track/4pXW6ZAHBz7ODXTRKklWrMSold Out Dates,Duki,trap,72,75,27,76,
She Don't Give a Fo,Duki,trap,56,85,34,89,https://lastfm.freetls.fastly.net/i/u/770x0/0ed73df3ca5f01e24f14e60035f2280a.jpg,https://open.spotify.com/embed/track/03a359wbiUsjN9h6yzXvmS
Goteo,Duki,trap,78,48,43,98,https://lastfm.freetls.fastly.net/i/u/770x0/28a21a1b870fc54ed890eef39ba0ea61.jpg,https://open.spotify.com/embed/track/1EoEU4HY57qaITp06TkC6B
Hablamos Mañana,Bad Bunny,trap,68,68,51,87,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,https://open.spotify.com/embed/track/1V8XneTrX6kKeoxYbk4x6h
Loca - Remix,Khea,trap,75,80,54,76,https://i.scdn.co/image/ab67616d0000b27360a1b828beab034f65ad785b,https://open.spotify.com/embed/track/2ECIwi1a7mfokdDkkJ08Ne
Hello Cotto,Duki,trap,89,68,43,67,https://i.scdn.co/image/4e3996bda6e92cfb8d11d44638b54c08b5f8b79a,https://open.spotify.com/embed/track/422Avi2VjqZKCVzstKmqog
Café,Duki,trap,55,91,49,63,https://i.scdn.co/image/ab67616d0000b273fea5ddcc58a875388ce53771,https://open.spotify.com/embed/track/2vHfWA1QJh66ln7dhy4QUN
Rockstar,Duki,trap,86,89,33,72,https://i.scdn.co/image/ba01e95e15f75b87656662fcfb828f109472305f,https://open.spotify.com/track/3E4ZzO4ySupnYypDPXcc3D
Hitboy,Duki,trap,63,81,61,54,https://i.pinimg.com/736x/f0/ca/35/f0ca35ef2dc2c340bba340cf5dc27dcd.jpg,https://open.spotify.com/embed/track/624AL3EwsrgGIp6bdwmXgo
No Me Llores,Duki,trap,68,53,16,42,https://i.scdn.co/image/ab67616d0000b2734b4c8cd09812573b6d288abc,https://open.spotify.com/embed/track/2fBL047Cv32R3UFEup6xkP
Sangría,Trueno,trap,79,67,91,79,https://rocksalta.com/wp-content/uploads/2020/09/atrevido-trueno.jpg,https://open.spotify.com/embed/track/51aMyZzlIOitdIA4vyF0JO
Changes,XXXTentacion,trap,31,67,52,72,https://lastfm.freetls.fastly.net/i/u/770x0/752214b0aaf82c797dc7fff7c89c31d5.jpg,https://open.spotify.com/embed/track/7AFASza1mXqntmGtbxXprO
SAD!,XXXTentacion,trap,61,74,48,65,https://lastfm.freetls.fastly.net/i/u/770x0/752214b0aaf82c797dc7fff7c89c31d5.jpg,https://open.spotify.com/embed/track/3ee8Jmje8o58CHK66QrVC2
Jocelyn Flores,XXXTentacion,trap,39,87,43,45,https://i.scdn.co/image/ab67616d0000b273203c89bd4391468eea4cc3f5,https://open.spotify.com/embed/track/7m9OqQk4RVRkw9JJdeAw96
Moonlight,XXXTentacion,trap,54,92,71,60,https://lastfm.freetls.fastly.net/i/u/770x0/752214b0aaf82c797dc7fff7c89c31d5.jpg,https://open.spotify.com/embed/track/0JP9xo3adEtGSdUEISiszL
Look At Me!,XXXTentacion,trap,73,76,35,92,https://lastfm.freetls.fastly.net/i/u/770x0/f3511286965fbb86497f1a62d09e6550.jpg,https://open.spotify.com/embed/track/7floNISpH8VF4z4459Qo18
Hasta Que Dios Diga,Anuel AA,reggaeton,77,70,86,76,https://i.scdn.co/image/ab67616d0000b2733cb695bfc1246bdf66161fce,https://open.spotify.com/embed/track/06s3QtMJVXw1AJX3UfvZG1
Safaera,Bad Bunny,reggaeton,83,61,69,99,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,https://open.spotify.com/embed/track/2DEZmgHKAvm41k4J3R2E9Y
